Artist,Album,Date,Score,Genre
Arca,Entrañas,10-Jul-16,,"['new music', 'mixtape', 'electronic', 'post-industrial', 'uk bass', 'glitch', 'wonky']"
ScHoolboy Q,"""THat Part"" (Black Hippy Remix)",10-Jul-16,,"['new music', 'track', 'remix', 'black hippy', 'tde', 'top dawg', 'rap', 'hip hop', 'west coast', 'blank face lp', 'kendrick lamar', 'jay rock', 'ab-soul']"
Factory Floor,"""Ya""",10-Jul-16,,"['25 25', 'dfa', 'new music', 'track', 'electronic', 'techno', 'house', 'minimal wave', 'dance-punk']"
Deerhoof,The Magic,11-Jul-16,7,"['polyvinyl', 'rock', 'indie rock', 'noise pop', 'art punk', '7/10']"
Deerhoof,The Magic,11-Jul-16,7,"['polyvinyl', 'rock', 'indie rock', 'noise pop', 'art punk', '7/10']"
Woods,City Sun Eater in the River of Light,12-Jul-16,7,"['woodsist', 'rock', 'neo-psychedelia', 'folk', '7/10']"
Woods,City Sun Eater in the River of Light,12-Jul-16,7,"['woodsist', 'rock', 'neo-psychedelia', 'folk', '7/10']"
BADBADNOTGOOD,IV,15-Jul-16,7,"['bbng', 'innovative leisure', 'jazz fusion', 'soul', 'instrumental hip hop', 'nu jazz', 'other', '7/10']"
ScHoolboy Q,Blank Face LP,16-Jul-16,5,"['tde', 'top dawg', 'rap', 'hip hop', 'west coast', '5/10']"
Justice,"""Safe and Sound""",17-Jul-16,,"['new music', 'track', 'single', 'ed banger', 'electronic', 'house', 'electro-disco', 'synth funk']"
Quays,"""Your Side"" ft. Nancy Andersen",17-Jul-16,,"['nancy andersen', 'new music', 'track', 'single', 'chewy motto', 'electronic', 'art pop', 'post-dubstep', 'alternative r&b', 'future garage']"
Tobacco,"""Human Om""",17-Jul-16,,"['sweatbox dynasty', 'new music', 'track', 'video', 'neo-psychedelia', 'wonky', 'experimental pop', 'other']"
Swain,"""Hold My Head""",17-Jul-16,,"['new music', 'track', 'video', 'the long dark blue', 'end hits', 'this routine is hell', 'rock', 'post-hardcore', 'punk', 'grunge']"
Jagwar Ma,"""O B 1""",17-Jul-16,,"['every now & then', 'new music', 'track', 'video', 'rock', 'neo-psychedelia', 'baggy', 'madchester', 'alternative dance', 'indie']"
Jeff Rosenstock,"""Festival Song""",17-Jul-16,,"['new music', 'track', 'single', 'sideonedummy', 'rock', 'indie', 'pop punk', 'power pop']"
Migos,"""Now"" ft. Gucci Mane",17-Jul-16,,"['gucci mane', 'new music', 'track', 'single', 'digital trapstars', 'screens on lock 3', 'sonny digital', 'rap', 'hip hop', 'trap', 'southern']"
Preoccupations,"""Degraded""",17-Jul-16,,"['new music', 'track', 'single', 'viet cong', 'jagjaguwar', 'rock', 'post-punk']"
Clams Casino,32 Levels,18-Jul-16,7,"['columbia', 'rap', 'hip hop', 'producer', 'cloud rap', 'alternative r&b', 'dream pop', '7/10']"
Apathy,Handshakes with Snakes,19-Jul-16,7,"['dirty version', 'rap', 'hip hop', 'east coast', '7/10']"
Apathy,Handshakes with Snakes,19-Jul-16,7,"['dirty version', 'rap', 'hip hop', 'east coast', '7/10']"
21 Savage & Metro Boomin,Savage Mode,20-Jul-16,Not Good,"['savage mode', 'mixtape', 'slaughter gang', 'rap', 'hip hop', 'southern', 'trap']"
The I.L.Y's,Scum with Boundaries,21-Jul-16,8,"['third worlds', 'zach hill', 'flatlander', 'rock', 'noise pop', 'noise rock', 'art punk', 'synth punk', '8/10']"
Bat for Lashes,The Bride,22-Jul-16,5,"['parlophone', 'pop', 'art pop', 'dream pop', 'singer-songwriter', '5/10']"
Chris Farren,"""Say U Want Me""",24-Jul-16,,"[""can't die"", 'new music', 'track', 'video', 'sideonedummy', 'rock', 'indie', 'power pop']"
Chris Farren,"""Say U Want Me""",24-Jul-16,,"['rose mountain', 'new music', 'deluxe', 'b-side', 'track', 'rock', 'indie', 'punk rock', 'don giovanni']"
Denzel Curry,"""Today"" ft. Boogie & Allan Kingdom",24-Jul-16,,"['allan kingdom', 'fnz', 'new music', 'track', 'single', 'rap', 'hip hop', 'trap', 'southern']"
A. G. Cook,"""Superstar""",24-Jul-16,,"['new music', 'track', 'single', 'pc music', 'electronic', 'dance pop', 'electro pop', 'bubblegum bass']"
Dabbla,"""Randeer""",24-Jul-16,,"['year of the monkey', 'high focus', 'new music', 'track', 'video', 'rap', 'hip hop', 'uk']"
Skrillex & Rick Ross,"""Purple Lamborghini""",24-Jul-16,,"['purple lamborghini', 'suicide squad', 'new music', 'track', 'single', 'rap', 'hip hop', 'trap', 'dubstep']"
Street Sects,"""And I Grew into Ribbons""",24-Jul-16,,"['end position', 'new music', 'track', 'single', 'the flenser', 'loud rock', 'power electronics', 'industrial', 'synth punk']"
Street Sects,"""And I Grew into Ribbons""",24-Jul-16,,"['dream baby dream', 'k33p ur dr34ms', 'suicide', 'new music', 'track', 'electronic', 'minimal synth', 'synthpop', 'remix']"
Lil Yachty,Summer Songs 2,25-Jul-16,5,"['mixtape', 'quality control music', 'rap', 'hip hop', 'trap', 'southern', 'pop rap', '5/10']"
Gucci Mane,Everybody Looking,26-Jul-16,6,"['atlantic', 'rap', 'hip hop', 'southern', 'trap', '6/10']"
Kemba,Negus,29-Jul-16,7,"['self-released', 'rap', 'hip hop', 'east coast', 'jazz rap', '7/10']"
Sun Kil Moon,"""God Bless Ohio""",30-Jul-16,,"['common as light and love are red valleys of blood', 'caldo verde', 'new music', 'track', 'single', 'singer-songwriter', 'folk', 'slowcore', 'other']"
Sun Kil Moon,"""God Bless Ohio""",30-Jul-16,,"['self-titled', 'new music', 'track', 'single', 'relapse', 'loud rock', 'avant-garde metal', 'brutal prog', 'free jazz']"
clipping.,"""Baby Don't Sleep""",30-Jul-16,,"['splendor & misery', 'new music', 'track', 'single', 'sub pop', 'rap', 'hip hop', 'noise', 'video']"
Injury Reserve,"""Oh Shit!!!""",30-Jul-16,,"['floss', 'new music', 'track', 'video', 'rap', 'hip hop', 'spazz rap']"
Hot Dad,"""Pokémon Go (Poké Don't Stop)""",30-Jul-16,,"[""poke don't stop"", 'new music', 'track', 'video', 'synthpop', 'comedy', 'video game', 'pokemon', 'other']"
DJ Khaled,"""Holy Key"" ft. Kendrick Lamar, Big Sean & Betty Wright",30-Jul-16,,"['kendrick lamar', 'big sean', 'betty wright', 'major key', 'new music', 'track', 'single', 'epic', 'rap', 'hip hop', 'producer', 'pop rap', 'trap', 'we the best']"
The Garden,"""Call This # Now""",30-Jul-16,,"['new music', 'track', 'single', 'epitaph', 'rock', 'post-punk', 'synth punk']"
Communions,"""Don't Hold Anything Back""",30-Jul-16,,"['new music', 'track', 'single', 'fat possum', '7""', 'rock', 'jangle pop', 'post-punk']"
DJ Khaled,Major Key,2-Aug-16,6,"['epic', 'we the best', 'rap', 'hip hop', 'pop rap', 'trap', '6/10']"
Bones,PaidProgramming2,3-Aug-16,6,"['mixtape', 'teamsesh', 'rap', 'hip hop', 'cloud rap', 'goth', 'trap', '6/10']"
Show Me the Body,Body War,4-Aug-16,8,"['letter racer', 'rock', 'punk', 'sludge metal', 'noise rock', 'rap', '8/10']"
2 8 1 4,Rain Temple,5-Aug-16,6,"['dream catalogue', 'ambient', 'downtempo', 'drone', 'ambient techno', 'vaporwave', 'electronic', '6/10']"
Mithras,"""Between Scylla and Charybdis""",7-Aug-16,,"['on strange loops', 'new music', 'track', 'single', 'willowtip', 'loud rock', 'death metal', 'technical death metal', 'uk']"
Alcest,"""Oiseaux de Proie""",7-Aug-16,,"['kodama', 'new music', 'track', 'single', 'prophecy productions', 'loud rock', 'post-metal', 'blackgaze', 'france']"
Norah Jones,"""Carry On""",7-Aug-16,,"['day breaks', 'new music', 'track', 'video', 'singer-songwriter', 'pop', 'vocal jazz', 'blue note records']"
yndi halda,"""Golden Threads from the Sun""",7-Aug-16,,"['under summer', 'new music', 'track', 'big scary monsters', 'uk', 'rock', 'post-rock']"
Protomartyr,"""Born to Be Wine""",7-Aug-16,,"['new music', 'track', 'single', 'adult swim', 'rock', 'post-punk', 'indie', 'art punk']"
JPEGMAFIA x Freaky,"""I Might Vote 4 Donald Trump""",7-Aug-16,,"['i might vote 4 donald trump', 'new music', 'track', 'video', 'the 2nd amendment', 'rap', 'hip hop', 'industrial hip hop', 'punk rap', 'glitch hop']"
JPEGMAFIA x Freaky,"""I Might Vote 4 Donald Trump""",7-Aug-16,,"['i might vote 4 donald trump', 'new music', 'track', 'video', 'the 2nd amendment', 'rap', 'hip hop', 'industrial hip hop', 'punk rap', 'glitch hop']"
Street Sects,"""Featherweight Hate""",7-Aug-16,,"['end position', 'new music', 'track', 'single', 'the flenser', 'loud rock', 'power electronics', 'industrial', 'synth punk']"
Beach Slang,"""Punks in a Disco Bar""",7-Aug-16,,"['new music', 'track', 'video', 'a loud bash of teenage feelings', 'polyvinyl', 'rock', 'punk', 'alternative rock']"
Descendents,Hypercaffium Spazzinate,8-Aug-16,5,"['epitaph', 'rock', 'punk', '5/10']"
Skillet,Unleashed,9-Aug-16,Not Good,"['atlantic', 'rock', 'christian', 'hard rock', 'alternative metal']"
Ghoul,Dungeon Bastards,9-Aug-16,7,"['tankcrimes', 'loud rock', 'crossover', 'thrash metal', 'hardcore punk', '7/10']"
Noname,Telefone,10-Aug-16,8,"['mixtape', 'rap', 'hip hop', 'jazz rap', 'neo-soul', '8/10']"
The Wytches,"""C-Side""",14-Aug-16,,"['all your happy life', 'new music', 'track', 'single', 'heavenly', 'rock', 'garage rock', 'post-punk', 'uk', 'heavy psych', 'surf rock', 'horror punk']"
Isaiah Rashad,"""Free Lunch""",14-Aug-16,,"['new music', 'track', 'video', 'top dawg', 'tde', 'rap', 'hip hop', 'southern']"
Rich Chigga,"""Who That Be?""",14-Aug-16,,"['new music', 'track', 'single', 'rap', 'hip hop', 'trap', 'gangsta', 'comedy', '88rising']"
Subrosa,"""Wound of the Warden""",14-Aug-16,,"['for this we fought the battle of ages', 'new music', 'track', 'single', 'loud rock', 'doom metal', 'sludge metal', 'chamber music']"
Regina Spektor,"""Small Bill$""",14-Aug-16,,"['remember us to life', 'pop', 'sire', 'singer-songwriter']"
Slaves,"""Spit It Out""",14-Aug-16,,"['take control', 'new music', 'track', 'single', 'virgin emi', 'uk', 'rock', 'punk', 'garage punk']"
Kyle Craft,"""Before the Wall""",14-Aug-16,,"['new music', 'track', 'single', 'sub pop', 'singer-songwriter', 'rock', 'folk']"
The Dillinger Escape Plan,"""Limerent Death""",14-Aug-16,,"['dissociation', 'new music', 'track', 'single', 'party smasher', 'loud rock', 'mathcore', 'alternative metal', 'post-hardcore']"
Lil Uzi Vert,The Perfect LUV Tape,16-Aug-16,3,"['mixtape', 'rap', 'hip hop', 'trap', 'cloud rap', 'pop rap', '3/10']"
PartyNextDoor,P3,17-Aug-16,4,"['ovo', 'alternative r&b', 'pop', 'r&b', 'contemporary r&b', 'dancehall', '4/10']"
Rae Sremmurd,Sremmlife 2,18-Aug-16,6,"['interscope', 'rap', 'hip hop', 'trap', 'pop rap', 'southern', '6/10']"
Thee Oh Sees,A Weird Exits,19-Aug-16,8,"['castle face', 'rock', 'garage punk', 'garage rock', 'psychedelic', 'noise rock', '8/10']"
Wrekmeister Harmonies,"""Some Were Saved Some Drowned""",21-Aug-16,,"['light falls', 'new music', 'track', 'single', 'thrill jockey', 'loud rock', 'drone metal', 'post-rock']"
Isaiah Rashad,"""i mean""",21-Aug-16,,"['new music', 'track', 'single', 'tde', 'top dawg', 'rap', 'hip hop', 'southern']"
Sun Kil Moon,"""I Love Portugal""",21-Aug-16,,"['common as light and love are red valleys of blood', 'new music', 'track', 'single', 'caldo verde', 'singer-songwriter', 'folk', 'slowcore', 'other']"
Danny Brown,"""Pneumonia""",21-Aug-16,,"['atrocity exhibition', 'new music', 'track', 'single', 'warp', 'rap', 'hip hop', 'experimental hip hop', 'industrial hip hop', 'schoolboy q']"
Dumbfoundead,"""Harambe""",21-Aug-16,,"['we might die', 'new music', 'track', 'video', 'rap', 'hip hop', 'west coast', 'dicks out']"
Ka,"""Just""",21-Aug-16,,"['honor killed the samurai', 'new music', 'track', 'video', 'rap', 'hip hop', 'east coast']"
Ka,"""Just""",21-Aug-16,,"['honor killed the samurai', 'new music', 'track', 'video', 'rap', 'hip hop', 'east coast']"
Kool Keith,"""Super Hero"" ft. MF DOOM",21-Aug-16,,"['super hero', 'feature magnetic', 'new music', 'track', 'single', 'mello music group', 'rap', 'hip hop', 'east coast']"
Frank Ocean,Blonde,23-Aug-16,8,"['blond', 'endless', ""boys don't cry"", 'def jam', 'pop', 'alternative r&b', 'art pop', 'r&b', 'contemporary r&b', 'neo-soul', 'ambient pop', '8/10']"
Crystal Castles,Amnesty (I),24-Aug-16,4,"['fiction', 'electronic', 'witch house', 'electropop', 'synthpop', 'electro-industrial', 'goth', '4/10']"
AJJ,The Bible 2,25-Aug-16,5,"['the bible 2', 'sideonedummy', 'rock', 'folk punk', 'indie', 'alternative rock', '5/10']"
Young Thug,"""Wyclef Jean""",28-Aug-16,,"['no my name is jeffery', 'new music', 'track', '300', 'rap', 'hip hop', 'trap', 'southern', 'reggae', 'jeffery']"
Carly Rae Jepsen,"""Higher""",28-Aug-16,,"['emotion side b', 'new music', 'track', 'interscope', 'pop', 'dance pop', 'synthpop', 'electropop']"
Ty Dolla $ign,"""Zaddy""",28-Aug-16,,"['campaign', 'new music', 'track', 'single', 'atlantic', 'rap', 'hip hop', 'contemporary r&b', 'trap']"
Ulcerate,"""Extinguished Light""",28-Aug-16,,"['shrines of paralysis', 'new music', 'track', 'single', 'relapse', 'loud rock', 'death metal', 'post-metal']"
clipping.,"""Air 'Em Out""",28-Aug-16,,"['splendor & misery', 'new music', 'track', 'video', 'sub pop', 'rap', 'hip hop', 'experimental hip hop', 'industrial hip hop']"
Mick Jenkins,"""Drowning"" ft. BADBADNOTGOOD",28-Aug-16,,"['badbadnotgood', 'bbng', 'the healing component', 'new music', 'track', 'video', 'free nation', 'rap', 'hip hop', 'conscious hip hop', 'jazz rap']"
Gatecreeper,"""Desperation""",28-Aug-16,,"['sonoran depravation', 'new music', 'track', 'video', 'relapse', 'loud rock', 'death metal']"
Ka,Honor Killed the Samurai,29-Aug-16,8,"['iron works', 'rap', 'hip hop', 'east coast', 'spoken word', 'experimental hip hop', '8/10']"
Carly Rae Jepsen,Emotion: Side B,31-Aug-16,8,"['ep', 'interscope', 'pop', 'dance pop', 'synthpop', 'electropop', '8/10']"
Young Thug,Jeffery,1-Sep-16,7,"['no my name is jeffery', 'mixtape', '300 entertainment', 'rap', 'hip hop', 'trap', 'pop rap', 'southern', '7/10']"
Vince Staples,Prima Donna,2-Sep-16,7,"['ep', 'def jam', 'rap', 'hip hop', 'west coast', '7/10']"
Nick Cave & The Bad Seeds,"""Jesus Alone""",4-Sep-16,,"['jesus alone', 'skeleton tree', 'new music', 'track', 'video', 'singer-songwriter', 'art rock', 'drone', 'other']"
Banks,"""Gemini Feed""",4-Sep-16,,"['the altar', 'new music', 'track', 'video', 'harvest', 'pop', 'alternative r&b', 'electropop', 'uk bass', 'art pop']"
Everything Everything,"""I Believe It Now""",4-Sep-16,,"['new music', 'track', 'single', 'rock', 'art pop']"
$uicideboy$,"""Ultimate $uicide"" ft. Denzel Curry",4-Sep-16,,"['ultimate $uicide', 'eternal grey', 'new music', 'track', 'single', 'rap', 'hip hop', 'memphis rap', 'hardcore hip hop', 'cloud rap']"
Travis Scott,Birds in the Trap Sing McKnight,7-Sep-16,3,"['grand hustle', 'rap', 'hip hop', 'southern', 'trap', 'pop rap', 'contemporary r&b', 'dancehall', '3/10']"
of Montreal,Innocence Reaches,8-Sep-16,5,"['polyvinyl', 'pop', 'indie', 'neo-psychedelia', 'synthpop', 'funk rock', 'indietronica', 'electropop', '5/10']"
Angel Olsen,My Woman,8-Sep-16,8,"['jagjaguwar', 'rock', 'singer-songwriter', 'indie', 'folk', '8/10']"
Isaiah Rashad,The Sun's Tirade,9-Sep-16,6,"['top dawg', 'tde', 'rap', 'hip hop', 'jazz rap', 'pop rap', '6/10', 'luke james']"
Drugdealer,"""Easy to Forget"" ft. Ariel Pink",11-Sep-16,,"['easy to forget', 'new music', 'track', 'single', 'the end of comedy', 'weird world', 'rock', 'psych pop']"
Big Baby D.R.A.M.,"""Cash Machine""",11-Sep-16,,"['new music', 'track', 'single', 'rap', 'hip hop', 'pop rap']"
Weyes Blood,"""Do You Need My Love""",11-Sep-16,,"['new music', 'track', 'single', 'front row seat to earth', 'mexican summer', 'pop', 'singer-songwriter', 'baroque pop', 'psych folk']"
Radian,"""Scary Objects""",11-Sep-16,,"['on dark silent off', 'new music', 'track', 'single', 'thrill jockey', 'austria', 'rock', 'glitch', 'experimental rock', 'post-rock', 'electroacoustic']"
Dan Deacon,"""Change Your Life (You Can Do It)""",11-Sep-16,,"['you can do it', 'new music', 'track', 'video', 'domino', 'electronic', 'indietronica', 'electropop']"
Glass Animals,How to Be a Human Being,12-Sep-16,6,"['harvest', 'pop', 'indie', 'art pop', 'indietronica', 'alternative r&b', '6/10']"
clipping.,Splendor & Misery,14-Sep-16,8,"['sub pop', 'rap', 'hip hop', 'noise', 'spirituals', 'experimental hip hop', '8/10']"
Trisha Paytas,Showtime EP,14-Sep-16,Not Good,"['ep', 'self-released', 'pop']"
Trisha Paytas,Showtime EP,14-Sep-16,Not Good,"['ep', 'self-released', 'pop']"
M.I.A.,AIM,16-Sep-16,4,"['a.i.m.', 'interscope', 'rap', 'hip hop', 'uk hip hop', 'pop rap', 'electropop', 'political', '4/10']"
Ghost,"""Square Hammer""",18-Sep-16,,"['popestar', 'new music', 'track', 'video', 'ep', 'meliora', 'deluxe', 'loma vista', 'loud rock', 'heavy metal', 'hard rock']"
Ghost,"""Square Hammer""",18-Sep-16,,"['popestar', 'new music', 'track', 'video', 'ep', 'meliora', 'deluxe', 'loma vista', 'loud rock', 'heavy metal', 'hard rock']"
Kim Gordon,"""Murdered Out""",18-Sep-16,,"['new music', 'track', 'single', 'matador', 'rock', 'noise rock', 'industrial']"
Open Mike Eagle,"""Cowtown"" (They Might Be Giants Cover)",18-Sep-16,,"['they might be giants', 'new music', 'track', 'cover', 'youtube', 'rap', 'hip hop', 'indie pop']"
Open Mike Eagle,"""Cowtown"" (They Might Be Giants Cover)",18-Sep-16,,"['they might be giants', 'new music', 'track', 'cover', 'youtube', 'rap', 'hip hop', 'indie pop']"
Warehouse,"""Super Low""",18-Sep-16,,"['new music', 'track', 'single', 'bayonet', 'indie', 'post-punk', 'jangle pop', 'art punk']"
Nick Cave & The Bad Seeds,Skeleton Tree,19-Sep-16,8,"['skeleton tree', 'bad seed', 'singer-songwriter', 'spoken word', 'art rock', 'drone', 'other', '8/10']"
Nick Cave & The Bad Seeds,Skeleton Tree,19-Sep-16,8,"['skeleton tree', 'bad seed', 'singer-songwriter', 'spoken word', 'art rock', 'drone', 'other', '8/10']"
Mac Miller,The Divine Feminine,20-Sep-16,4,"['warner bros', 'rap', 'hip hop', 'jazz rap', 'neo-soul', 'contemporary r&b', 'pop rap', '4/10']"
Street Sects,End Position,21-Sep-16,8,"['the flenser', 'loud rock', 'extreme', 'power electronics', 'noisecore', 'electro-industrial', 'synth punk', 'cybergrind', '8/10']"
Touché Amoré,Stage Four,22-Sep-16,8,"['epitaph', 'loud rock', 'screamo', 'post-hardcore', '8/10']"
Preoccupations,Self-Titled,23-Sep-16,8,"['jagjaguwar', 'rock', 'post-punk', 'noise rock', 'indie', 'art rock', 'darkwave', '8/10']"
Pink Guy,"""STFU""",25-Sep-16,,"['shut the fuck up', 'pink season', 'new music', 'track', 'video', 'youtube', 'filthy frank', 'comedy', 'singer-songwriter', 'hip hop', 'anti-folk', 'other']"
Flowertruck,"""Sunshower""",25-Sep-16,,"['dirt', 'new music', 'track', 'video', 'spunk', 'rock', 'indie']"
Baauer x CZ,"""How Can You Tell When It's Done?""",25-Sep-16,,"[""how can you tell when it's done"", 'new music', 'track', 'single', 'electronic', 'banger', 'luckyme']"
NxWorries,"""Lyk Dis""",25-Sep-16,,"['anderson .paak', 'stones throw', 'yes lawd', 'hip hop', 'neo-soul']"
Wilco,Schmilco,26-Sep-16,6,"['dbpm', 'rock', 'indie', 'alt-country', '6/10']"
Corey Feldman,Angelic 2 the Core,27-Sep-16,Not Good,"['cifi', 'pop', 'dance pop', 'funk metal', 'hip house', 'funk rock', 'other']"
Corey Feldman,Angelic 2 the Core,27-Sep-16,Not Good,"['cifi', 'pop', 'dance pop', 'funk metal', 'hip house', 'funk rock', 'other']"
Mick Jenkins,The Healing Component,28-Sep-16,5,"['cinematic music group', 'rap', 'hip hop', 'conscious hip hop', 'jazz rap', '5/10']"
Neurosis,Fires Within Fires,29-Sep-16,8,"['neurot', 'loud rock', 'sludge metal', 'atmospheric', 'post-metal', 'doom metal', 'post-rock', 'experimental rock', '8/10']"
Danny Brown,Atrocity Exhibition,30-Sep-16,9,"['warp', 'rap', 'hip hop', 'hardcore hip hop', 'experimental hip hop', '9/10']"
The Dillinger Escape Plan,"""Symptom of Terminal Illness""",2-Oct-16,,"['dissociation', 'new music', 'track', 'single', 'party smasher', 'loud rock', 'mathcore', 'metalcore', 'alternative metal']"
