Artists,Album,Date,Year,Score,Tags,Genres
remo drive,Greatest Hits,27-Mar-17,2017,7,"['self-released', 'rock', 'indie', 'emo', 'pop punk', 'post-hardcore', '7/10']","pop,rock,punk"
roger waters,Is This the Life We Really Want?,7-Jun-17,2017,7,"['columbia', 'rock', 'art rock', 'progressive rock', 'symphonic rock', 'folk rock', '7/10']","rock,folk"
spoon,Hot Thoughts,24-Mar-17,2017,7,"['matador', 'rock', 'indie', 'indie pop', 'alternative dance', '7/10']","pop,dance,rock"
sza,Ctrl,15-Jun-17,2017,7,"['tde', 'top dawg', 'pop', 'alternative r&b', 'neo-soul', '7/10']","pop,r&b,soul"
the magnetic fields,50 Song Memoir,20-Apr-17,2017,7,"['nonesuch', 'pop', 'indie', 'singer-songwriter', 'chamber pop', 'synthpop', '7/10']","pop,singer-songwriter"
the national,Sleep Well Beast,18-Sep-17,2017,7,"['4ad', 'rock', 'indie', 'art rock', 'chamber pop', 'post-punk', 'indietronic', '7/10']","pop,rock,punk"
wifisfuneral,Boy Who Cried Wolf,10-Sep-17,2017,7,"['mixtape', 'self-released', 'rap', 'hip hop', 'cloud rap', 'southern hip hop', '7/10', 'quickie']",hip hop
william basinski,A Shadow in Time,27-Jan-17,2017,7,"['temporary residence', 'ambient', 'drone', 'electroacoustic', 'tape music', 'minimalism', '7/10']",ambient
your old droog,Packs,21-Mar-17,2017,7,"['fat beats', 'rap', 'hip hop', 'east coast', 'boom bap', 'abstract hip hop', '7/10']",hip hop
yucky duster,Duster's Lament,20-Jan-17,2017,7,"['ep', 'infinity cat', 'rock', 'indie', '7/10']",rock
let's eat grandma,I'm All Ears,31-Jul-18,2018,7,"['uk', 'pop', 'art pop', 'synthpop', 'electropop', 'indietronica', '7/10']",pop
melody's echo chamber,Bon Voyage,27-Jul-18,2018,7,"['domino', 'pop', 'neo-psychedelia', 'progressive pop', 'dream pop', '7/10']",pop
ariana grande,Sweetener,23-Aug-18,2018,7,"['republic', 'pop', 'contemporary r&b', 'electropop', '7/10']","pop,r&b"
beach house,7,16-May-18,2018,7,"['sub pop', 'pop', 'dream pop', 'shoegaze', 'ethereal wave', 'neo-psychedelia', '7/10']",pop
behemoth,I Loved You at Your Darkest,10-Oct-18,2018,7,"['metal blade', 'loud rock', 'metal', 'black metal', 'death metal', '7/10']","rock,metal"
"black thought<,>salaam remi","Streams of Thought, Vol. 2",11-Dec-18,2018,7,"['streams of thought', 'ep', 'human re sources', 'rap', 'hip hop', 'east coast', 'boom bap', '7/10']",hip hop
brockhampton,iridescence,24-Sep-18,2018,7,"['rca', 'rap', 'hip hop', 'pop', 'hardcore hip hop', 'pop rap', 'alternative r&b', '7/10']","hip hop,pop,r&b"
charli xcx,Pop 2,4-Jan-18,2018,7,"['mixtape', 'pc music', 'asylum', 'pop', 'electropop', 'bubblegum bass', '7/10']",pop
clarence clarity,Think: Peace,15-Oct-18,2018,7,"['think peace', 'deluxe pain', 'pop', 'glitch pop', 'alternative r&b', '7/10']","pop,r&b"
cupcakke,Ephorize,17-Jan-18,2018,7,"['self-released', 'rap', 'hip hop', 'trap', 'pop rap', '7/10']","hip hop,pop"
"curren$y<,>freddie gibbs<,>the alchemist",Fetti,8-Nov-18,2018,7,"['the alchemist', 'esgn', 'empire', 'rap', 'hip hop', 'collaboration', 'gangsta rap', 'jazz rap', '7/10']","hip hop,jazz"
"czarface<,>mf doom",Czarface Meets Metal Face,4-Apr-18,2018,7,"['collaboration', 'czarface meets metal face', 'silver age', 'rap', 'hip hop', 'east coast', 'boom bap', '7/10']","hip hop,metal"
david byrne,American Utopia,15-Mar-18,2018,7,"['nonesuch', 'pop', 'art pop', '7/10']",pop
father john misty,God's Favorite Customer,7-Jun-18,2018,7,"['sub pop', 'other', 'singer-songwriter', 'chamber pop', 'piano rock', '7/10']","pop,rock,singer-songwriter"
first aid kit,Ruins,23-Jan-18,2018,7,"['columbia', 'other', 'folk', 'country', 'indie', 'folk pop', '7/10']","pop,folk,country"
florence + the machine,High as Hope,13-Jul-18,2018,7,"['republic', 'pop', 'art pop', 'chamber pop', 'soul', '7/10']","pop,soul"
george clanton,Slide,4-Sep-18,2018,7,"['100% electronica', 'pop', 'hypnagogic pop', 'chillwave', 'synthpop', '7/10']","pop,electronic"
iceage,Beyondless,9-May-18,2018,7,"['matador', 'rock', 'post-punk', 'art rock', 'punk blues', 'art punk', '7/10']","rock,punk"
james ferraro,Four Pieces for Mirai,3-Aug-18,2018,7,"['self-released', 'experimental', 'electronic', 'progressive electronic', 'modern classical', 'midi', 'new age', 'glitch', '7/10']","electronic,experimental"
jeffrey lewis,Works by Tuli Kupferberg (1923-2010),15-Nov-18,2018,7,"['don giovanni', 'other', 'cover', 'covers', 'anti-folk', 'fugs', 'punk', 'underground', '7/10']","punk,folk"
jmsn,Velvet,27-Sep-18,2018,7,"['white room', 'pop', 'alternative r&b', 'neo-soul', '7/10']","pop,r&b,soul"
john prine,The Tree of Forgiveness,18-Apr-18,2018,7,"['oh boy', 'other', 'singer-songwriter', 'country', 'contemporary folk', 'americana', '7/10']","singer-songwriter,folk,country"
jon hopkins,Singularity,11-May-18,2018,7,"['domino', 'electronic', 'ambient', 'techno', 'house', 'idm', '7/10']","electronic,house,techno,ambient"
kai whiston,Kai Whiston Bitch,3-Dec-18,2018,7,"['iglooghost', 'gloo', 'electronic', 'deconstructed club', 'post-industrial', 'wonky', 'trap', 'uk bass', '7/10', 'hip hop']","hip hop,electronic"
keiji haino + sumac,American Dollar Bill,24-Mar-18,2018,7,"['haino keiji', 'american dollar bill', 'keep facing sideways', 'thrill jockey', 'loud rock', 'noise rock', 'experimental rock', 'sludge metal', 'free improvisation', '7/10']","rock,metal,experimental"
kimbra,Primal Heart,3-May-18,2018,7,"['warner bros', 'pop', 'art pop', 'electropop', 'alternative r&b', '7/10']","pop,r&b"
king gizzard & the lizard wizard,Gumboot Soup,18-Jan-18,2018,7,"['flightless', 'rock', 'psychedelic rock', 'psych pop', '7/10']","pop,rock,psychedelic"
lil yachty,Lil Boat 2,14-Mar-18,2018,7,"['quality control music', 'rap', 'hip hop', 'trap', 'pop rap', '7/10']","hip hop,pop"
lump,LUMP,20-Jun-18,2018,7,"['dead oceans', 'singer-songwriter', 'indie folk', 'folktronica', '7/10']","singer-songwriter,folk"
lupe fiasco,DROGAS Wave,1-Oct-18,2018,7,"['1st & 15', 'rap', 'hip hop', 'conscious', 'pop rap', 'jazz rap', '7/10']","hip hop,pop,jazz"
marissa nadler,For My Crimes,9-Oct-18,2018,7,"['sacred bones', 'singer-songwriter', 'chamber folk', 'dream pop', 'gothic', 'country', '7/10']","pop,singer-songwriter,folk,country"
mark kozelek,Mark Kozelek,25-May-18,2018,7,"['self-titled', 'other', 'singer-songwriter', 'ambient', 'avant-folk', '7/10']","ambient,singer-songwriter,folk"
mount eerie,Now Only,26-Mar-18,2018,7,"['singer-songwriter', 'indie rock', 'folk', '7/10']","rock,singer-songwriter,folk"
n*e*r*d,NO_ONE EVER REALLY DIES,3-Jan-18,2018,7,"['i am other', 'columbia', 'rap', 'hip hop', 'synth punk', '7/10']","hip hop,punk"
niki,Zephyr,1-Jun-18,2018,7,"['88rising', 'pop', 'r&b', 'contemporary r&b', 'alternative r&b', '7/10']","pop,r&b"
nine inch nails,Bad Witch,2-Jul-18,2018,7,"['null', 'rock', 'industrial', 'dark jazz', 'dark ambient', 'drone', 'noise rock', '7/10']","jazz,ambient,rock"
no age,Snares Like a Haircut,7-Feb-18,2018,7,"['drag city', 'rock', 'indie', 'garage punk', 'noise pop', 'shoegaze', '7/10']","pop,rock,punk"
okonkolo,Cantos,8-Sep-18,2018,7,"['big crown', 'other', 'santeria', 'baroque', 'pop', '7/10']",pop
onyx collective,Lower East Suite Part Three,29-Nov-18,2018,7,"['big dada', 'other', 'jazz', 'avant-garde jazz', 'new york', '7/10']",jazz
open mike eagle,What Happens When I Try to Relax,23-Oct-18,2018,7,"['ep', 'auto reverse', 'rap', 'hip hop', 'abstract hip hop', 'cloud rap', 'conscious', '7/10']",hip hop
playboi carti,Die Lit,15-May-18,2018,7,"['interscope', 'rap', 'hip hop', 'trap', 'cloud rap', '7/10']",hip hop
poppy,Am I a Girl?,7-Nov-18,2018,7,"['mad decent', 'pop', 'synthpop', 'electropop', 'dance pop', 'sunshine pop', 'alternative metal', '7/10']","pop,dance,metal"
post malone,beerbongs & bentleys,30-Apr-18,2018,7,"['republic', 'rap', 'hip hop', 'trap', 'alternative r&b', '7/10']","hip hop,r&b"
serpentwithfeet,soil,16-Jul-18,2018,7,"['secretly canadian', 'pop', 'art pop', 'alternative r&b', '7/10']","pop,r&b"
ski mask the slump god,Beware the Book of Eli,18-May-18,2018,7,"['mixtape', 'republic', 'rap', 'hip hop', 'trap', '7/10']",hip hop
spiritualized,And Nothing Hurt,20-Sep-18,2018,7,"['fat possum', 'bella union', 'rock', 'chamber pop', 'neo-psychedelia', 'space rock', '7/10']","pop,rock"
superorganism,Superorganism,30-Mar-18,2018,7,"['domino', 'pop', 'glitch pop', 'neo-psychedelia', 'indietronica', 'plunderphonics', '7/10']",pop
the internet,Hive Mind,25-Jul-18,2018,7,"['columbia', 'pop', 'neo-soul', 'alternative r&b', '7/10']","pop,r&b,soul"
tierra whack,Whack World,13-Jun-18,2018,7,"['self-released', 'rap', 'hip hop', 'r&b', 'trap', 'east coast', 'neo-soul', '7/10']","hip hop,r&b,soul"
travis scott,Astroworld,6-Aug-18,2018,7,"['epic', 'rap', 'hip hop', 'trap', '7/10']",hip hop
tribulation,Down Below,11-Feb-18,2018,7,"['century media', 'loud rock', 'metal', 'gothic', 'black metal', '7/10']","rock,metal"
trippie redd,A Love Letter to You 3,23-Nov-18,2018,7,"['tenthousand projects', 'rap', 'hip hop', 'trap', 'emo', 'alternative r&b', '7/10']","hip hop,r&b"
ty segall,Freedom's Goblin,1-Feb-18,2018,7,"['drag city', 'rock', 'garage rock', 'psychedelic rock', 'glam', '7/10']","rock,psychedelic"
vince staples,FM!,5-Nov-18,2018,7,"['def jam', 'rap', 'hip hop', 'hardcore hip hop', 'west coast', 'trap', 'hyphy', '7/10']",hip hop
yves tumor,Safe in the Hands of Love,13-Sep-18,2018,7,"['warp', 'other', 'post-industrial', 'deconstructed club', 'art pop', '7/10']",pop
100 gecs,1000 gecs,10-Jun-19,2019,7,"['dog show', 'other', 'electropop', 'deconstructed club', 'glitch', 'nightcore', 'experimental pop', 'bubblegum bass', 'emo rap', 'trap', '7/10', 'hip hop']","hip hop,pop,experimental"
21 savage,I Am > I Was,9-Jan-19,2019,7,"['epic', 'rap', 'hip hop', 'trap', 'pop rap', '7/10']","hip hop,pop"
american football,American Football (LP3),27-Mar-19,2019,7,"['self-titled', 'polyvinyl', 'rock', 'midwest', 'emo', 'dream pop', 'post-rock', '7/10']","pop,rock"
anderson .paak,Ventura,18-Apr-19,2019,7,"['aftermath', 'pop', 'neo-soul', 'funk', 'hip hop', 'west coast', 'r&b', '7/10']","hip hop,pop,r&b,soul,funk"
big thief,Two Hands,18-Oct-19,2019,7,"['4ad', 'rock', 'indie', 'folk', '7/10']","rock,folk"
bill callahan,Shepherd in a Sheepskin Vest,26-Jun-19,2019,7,"['drag city', 'other', 'singer-songwriter', 'americana', 'folk', '7/10']","singer-songwriter,folk"
blanck mass,Animated Violence Mild,4-Sep-19,2019,7,"['sacred bones', 'electronic', 'electro-industrial', 'trance', 'power noise', '7/10']",electronic
brittany howard,Jaime,1-Oct-19,2019,7,"['ato', 'rock', 'singer-songwriter', 'blues', 'psychedelic soul', '7/10']","soul,rock,psychedelic,singer-songwriter"
carly rae jepsen,Dedicated,23-May-19,2019,7,"['interscope', 'pop', 'dance pop', 'synthpop', '7/10']","pop,dance"
dos monos,Dos City,23-Apr-19,2019,7,"['deathbomb arc', 'rap', 'hip hop', 'japanese', 'experimental hip hop', 'abstract hip hop', 'boom bap', '7/10']","hip hop,experimental"
ecco2k,E,13-Dec-19,2019,7,"['e', 'debut', 'year0001', 'pop', 'alternative r&b', 'cloud rap', 'ambient pop', '7/10', 'hip hop']","hip hop,pop,r&b,ambient"
fka twigs,Magdalene,12-Nov-19,2019,7,"['young turks', 'pop', 'art pop', 'alternative r&b', '7/10']","pop,r&b"
future,The WIZRD,21-Jan-19,2019,7,"['epic', 'rap', 'hip hop', 'trap', '7/10']",hip hop
gang starr,One of the Best Yet,8-Nov-19,2019,7,"['rap', 'hip hop', 'east coast', 'boom bap', '7/10']",hip hop
glass beach,the first glass beach album,14-Dec-19,2019,7,"['rock', 'indie', 'emo', 'power pop', '7/10']","pop,rock"
griselda,WWCD,9-Dec-19,2019,7,"['shady records', 'rap', 'hip hop', 'east coast', 'gangsta rap', '7/10']",hip hop
ibibio sound machine,Doko Mien,9-Apr-19,2019,7,"['merge', 'other', 'afrobeat', 'funk', 'electro', '7/10']",funk
"iglooghost<,>kai whiston<,>babii",XYZ,26-Sep-19,2019,7,"['babii', 'xyz', 'gloo', 'collab', 'collaboration', 'electronic', 'wonky', 'bubblegum bass', 'glitch hop', '7/10']",electronic
injury reserve,Injury Reserve,24-May-19,2019,7,"['loma vista', 'rap', 'hip hop', 'glitch hop', 'industrial hip hop', 'experimental hip hop', 'hardcore hip hop', '7/10']","hip hop,experimental"
james blake,Assume Form,22-Jan-19,2019,7,"['republic', 'pop', 'art pop', 'alternative r&b', 'trap', 'rap', 'uk bass', '7/10', 'hip hop']","hip hop,pop,r&b"
king gizzard & the lizard wizard,Fishing for Fishies,13-May-19,2019,7,"['flightless', 'rock', 'boogie', 'psych pop', 'psychedelic', '7/10']","pop,rock,psychedelic"
lim kim,Generasian,5-Dec-19,2019,7,"['ep', 'lim company', 'other', 'industrial hip hop', 'korean folk', 'art pop', 'deconstructed club', '7/10']","hip hop,pop,folk"
megan thee stallion,Fever,28-May-19,2019,7,"['300 entertainment', 'rap', 'hip hop', 'trap', 'dirty south', 'hardcore hip hop', '7/10']",hip hop
michael kiwanuka,Kiwanuka,13-Nov-19,2019,7,"['self-titled', 'interscope', 'pop', 'psychedelic soul', 'soul', '7/10']","pop,soul,psychedelic"
nick cave and the bad seeds,Ghosteen,16-Oct-19,2019,7,"['ghosteen', 'other', 'ambient', 'singer-songwriter', 'spoken word', '7/10']","ambient,singer-songwriter"
oliver tree,Do You Feel Me?,8-Aug-19,2019,7,"['atlantic', 'ep', 'pop', 'rap', 'electropop', 'pop rock', '7/10', 'hip hop']","hip hop,pop,rock"
poppy,Choke,18-Jul-19,2019,7,"['mad decent', 'pop', 'futurepop', 'electro-industrial', 'alternative metal', '7/10']","pop,metal"
rapsody,Eve,31-Aug-19,2019,7,"['jamla', 'rap', 'hip hop', 'conscious', '7/10']",hip hop
seeyouspacecowboy,Songs for the Firing Squad,27-Feb-19,2019,7,"['pure noise', 'loud rock', 'mathcore', 'grindcore', '7/10']",rock
sharon van etten,Remind Me Tomorrow,23-Jan-19,2019,7,"['jagjaguwar', 'rock', 'indie', 'synthpop', 'singer-songwriter', '7/10']","pop,rock,singer-songwriter"
show me the body,Dog Whistle,12-Apr-19,2019,7,"['loma vista', 'loud rock', 'new york', 'hardcore punk', 'noise rock', '7/10']","rock,punk"
spellling,Mazy Fly,12-Mar-19,2019,7,"['sacred bones', 'other', 'ethereal wave', 'darkwave', 'minimal synth', 'art pop', 'hypnagogic pop', 'psychedelic soul', '7/10']","pop,soul,psychedelic"
stella donnelly,Beware of the Dogs,25-Mar-19,2019,7,"['rock', 'indie', 'jangle pop', 'twee pop', 'secretly canadian', '7/10']","pop,rock"
sun kil moon,I Also Want to Die in New Orleans,15-Mar-19,2019,7,"['caldo verde', 'rock', 'jazz', 'slowcore', 'avant-folk', 'experimental rock', 'spoken word', 'singer-songwriter', 'mark kozelek', '7/10']","jazz,rock,experimental,singer-songwriter,folk"
sunn o))),Life Metal,30-Apr-19,2019,7,"['southern lord', 'loud rock', 'metal', 'drone', '7/10']","rock,metal"
swain,Negative Space,14-Aug-19,2019,7,"['end hits', 'rock', 'alternative rock', 'grunge', '7/10']",rock
swans,leaving meaning.,30-Oct-19,2019,7,"['young god', 'rock', 'avant-folk', 'neofolk', 'post-rock', 'drone', 'gothic country', '7/10']","rock,folk,country"
thom yorke,ANIMA,5-Jul-19,2019,7,"['xl', 'electronic', 'ambient pop', 'glitch', 'minimal techno', 'idm', '7/10']","pop,electronic,techno,ambient"
tnght,II,3-Dec-19,2019,7,"['ep', 'warp', 'lunice', 'hudson mohawke', 'electronic', 'trap', 'wonky', 'deconstructed club', 'glitch hop', '7/10', 'hip hop']","hip hop,electronic"
weatherday,Come in,5-Oct-19,2019,7,"['self-released', 'lo-fi', 'indie', 'rock', 'noise pop', 'singer-songwriter', 'emo', '7/10']","pop,rock,singer-songwriter"
ybn cordae,The Lost Boy,2-Aug-19,2019,7,"['atlantic', 'rap', 'hip hop', 'conscious', 'trap', 'jazz rap', '7/10']","hip hop,jazz"
young thug,So Much Fun,21-Aug-19,2019,7,"['300 entertainment', 'rap', 'hip hop', 'trap', 'pop rap', '7/10']","hip hop,pop"
your old droog,It Wasn't Even Close,26-Apr-19,2019,7,"['gogul mogul', 'rap', 'hip hop', 'east coast', '7/10']",hip hop
100 gecs,1000 gecs and the Tree of Clues,14-Jul-20,2020,7,"['tree of clues', 'remix', 'remixes', 'dog show', 'other', 'bubblegum bass', 'deconstructed club', 'nightcore', 'emo rap', 'experimental pop', 'laura les', 'dylan brady', '7/10', 'hip hop']","hip hop,pop,experimental"
"21 savage<,>metro boomin",Savage Mode II,7-Oct-20,2020,7,"['savage mode 2', 'collab', 'epic', 'rap', 'hip hop', 'trap', '7/10']",hip hop
aesop rock,Spirit World Field Guide,19-Nov-20,2020,7,"['rhymesayers', 'rap', 'hip hop', 'abstract hip hop', '7/10']",hip hop
amine,Limbo,10-Aug-20,2020,7,"['republic', 'rap', 'hip hop', 'west coast', 'trap', '7/10']",hip hop
anna von hausswolff,All Thoughts Fly,10-Oct-20,2020,7,"['southern lord', 'drone', 'organ', 'art pop7/10']",pop
arca,KiCk i,29-Jun-20,2020,7,"['xl', 'pop', 'art pop', 'deconstructed club', 'reggaeton', 'glitch hop', '7/10']",pop
armand hammer,Shrines,15-Jun-20,2020,7,"['backwoodz studioz', 'billy woods', 'elucid', 'rap', 'hip hop', 'abstract hip hop', '7/10']",hip hop
baauer,Planet's Mad,25-Jun-20,2020,7,"['luckyme', 'electronic', 'edm', '7/10']",electronic
bad bunny,YHLQMDLG,5-Mar-20,2020,7,"['rimas', 'rap', 'hip hop', 'trap', 'latin', 'reggaeton', '7/10']",hip hop
benny the butcher,Burden of Proof,23-Oct-20,2020,7,"['griselda', 'rap', 'hip hop', 'east coast', 'gangsta', 'hardcore hip hop', '7/10']",hip hop
big sean,Detroit 2,8-Sep-20,2020,7,"['def jam', 'good music', 'rap', 'hip hop', 'conscious', 'pop rap', '7/10']","hip hop,pop"
black thought,"Streams of Thought, Vol. 3: Cane and Abel",20-Oct-20,2020,7,"['cane & abel', 'republic', 'rap', 'hip hop', 'conscious', '7/10']",hip hop
caribou,Suddenly,4-Mar-20,2020,7,"['merge', 'electronic', 'indietronica', 'deep house', 'alternative r&b', 'indie pop', '7/10']","pop,r&b,electronic,house"
carly rae jepsen,Dedicated Side B,28-May-20,2020,7,"['side b', 'interscope', 'pop', 'synthpop', '7/10']",pop
chromeo,Quarantine Casanova,8-Aug-20,2020,7,"['self-released', 'pop', 'electro-disco', 'funktronica', 'synthpop', '7/10']","pop,funk"
city morgue,Vol. 2: As Good as Dead,28-Jan-20,2020,7,"['zillakami', 'republic', 'rap', 'hip hop', 'trap', 'metal', 'horrorcore', 'emo rap', '7/10']","hip hop,metal"
clown core,Van,14-Oct-20,2020,7,"['self-released', 'other', 'cybergrind', 'avant-garde jazz', 'noisecore', 'drum and bass', '7/10']",jazz
dua lipa,Future Nostalgia,1-Apr-20,2020,7,"['warner', 'pop', 'dance pop', 'synthpop', 'nu-disco', '7/10']","pop,dance"
fiona apple,Fetch the Bolt Cutters,22-Apr-20,2020,7,"['epic', 'art pop', 'singer-songwriter', 'other', '7/10']","pop,singer-songwriter"
fleet foxes,Shore,27-Sep-20,2020,7,"['robin pecknold', 'anti', 'folk', 'indie', 'other', 'chamber pop', 'singer-songwriter', '7/10']","pop,singer-songwriter,folk"
gupi,None,7-Mar-20,2020,7,"['dog show', 'electronic', 'bubblegum bass', '7/10']",electronic
jean dawson,Pixel Bath,30-Oct-20,2020,7,"['p+', 'indie', 'pop', 'rap', '7/10', 'hip hop']","hip hop,pop"
jme,Grime MC,20-Jun-20,2020,7,"['boy better know', 'rap', 'hip hop', 'uk', 'grime', '7/10']",hip hop
juice wrld,Legends Never Die,13-Jul-20,2020,7,"['posthumous', 'interscope', 'rap', 'hip hop', 'emo', 'trap', '7/10']",hip hop
ka,Descendants of Cain,14-May-20,2020,7,"['iron works', 'rap', 'hip hop', 'abstract hip hop', 'gangsta rap', 'east coast', '7/10']",hip hop
kali uchis,Sin miedo,25-Nov-20,2020,7,"['interscope', 'pop', 'neo-soul', 'reggaeton', 'latin', '7/10']","pop,soul"
kesha,High Road,4-Feb-20,2020,7,"['kemosabe', 'pop', '7/10']",pop
kid cudi,Man on the Moon III: The Chosen,14-Dec-20,2020,7,"['the chosen', 'republic', 'rap', 'hip hop', 'psychedelic', 'trap', '7/10']","hip hop,psychedelic"
klo pelgag,Notre-Dame-des-Sept-Douleurs,25-Sep-20,2020,7,"['secret city', 'pop', 'art pop', 'nouvelle chanson', '7/10']",pop
lady gaga,Chromatica,1-Jun-20,2020,7,"['interscope', 'pop', 'dance pop', 'euro house', '7/10']","pop,dance,house"
lobsterfight,"pink, black, and orange in the corners.",3-Dec-20,2020,7,"['self-released', 'rock', 'lo-fi indie', 'emo', 'experimental rock', 'noise pop', '7/10']","pop,rock,experimental"
logic,No Pressure,27-Jul-20,2020,7,"['def jam', 'rap', 'hip hop', 'east coast', 'conscious', 'pop rap', '7/10']","hip hop,pop"
moses sumney,gr�,22-May-20,2020,7,"['jagjaguwar', 'pop', 'art pop', 'neo-soul', '7/10']","pop,soul"
