Artists,Album,Date,Year,Score,Tags,Genres
king gizzard & the lizard wizard,Polygondwanaland,22-Nov-17,2017,7,"['flightless', 'rock', 'psychedelic rock', 'progressive rock', '7/10']","rock,psychedelic"
sharon jones & the dap-kings,Soul of a Woman,24-Nov-17,2017,8,"['daptone', 'pop', 'soul', 'funk', 'soul of a woman', '8/10']","pop,soul,funk"
bjork,Utopia,27-Nov-17,2017,7,"['one little indian', 'pop', 'experimental', 'art pop', 'chamber music', 'field recordings', 'post-industrial', 'arca', '7/10']","pop,experimental"
hopsin,No Shame,29-Nov-17,2017,4,"['undercover prodigy', 'rap', 'hip hop', '4/10']",hip hop
rosalia,Los Ángeles,1-Dec-17,2017,8,"['universal', 'contemporary folk', 'flamenco', 'singer-songwriter', '8/10']","singer-songwriter,folk"
cyhi the prynce,No Dope on Sundays,3-Dec-17,2017,5,"['sony', 'rap', 'hip hop', '5/10']",hip hop
glassjaw,Material Control,4-Dec-17,2017,6,"['rock', 'post-hardcore', '6/10', 'century media']",rock
noel gallagher's high flying birds,Who Built the Moon?,7-Dec-17,2017,6,"['sour mash', 'rock', 'pop rock', 'neo-psychedelia', '6/10']","pop,rock"
ibeyi,Ash,7-Dec-17,2017,7,"['xl', 'pop', 'art pop', '7/10']",pop
makaya mccraven,Highly Rare,9-Dec-17,2017,7,"['international anthem', 'nu jazz', 'instrumental hip hop', 'other', '7/10']","hip hop,jazz"
princess nokia,1992 Deluxe,10-Dec-17,2017,8,"['rough trade', 'rap', 'hip hop', 'east coast', 'trap', 'cloud rap', '8/10']",hip hop
"big sean<,>metro boomin",Double or Nothing,14-Dec-17,2017,5,"['double or nothing', 'collaboration', 'g.o.o.d. music', 'rap', 'hip hop', 'pop rap', 'trap', '5/10']","hip hop,pop"
brockhampton,Saturation III,15-Dec-17,2017,8,"['question everything', 'rap', 'hip hop', 'pop rap', 'experimental hip hop', 'alternative r&b', 'hardcore hip hop', '8/10']","hip hop,pop,r&b,experimental"
chris stapleton,"From A Room, Vol. 2",16-Dec-17,2017,7,"['mercury nashville', 'country', 'other', '7/10']",country
eminem,Revival,18-Dec-17,2017,2,"['aftermath', 'rap', 'hip hop', 'pop rap', 'hardcore hip hop', 'political', '2/10']","hip hop,pop"
"travis scott<,>quavo","Huncho Jack, Jack Huncho",2-Jan-18,2018,6,"['huncho jack', 'quality control music', 'rap', 'hip hop', 'trap', 'southern hip hop', 'pop rap', '6/10']","hip hop,pop"
n*e*r*d,NO_ONE EVER REALLY DIES,3-Jan-18,2018,7,"['i am other', 'columbia', 'rap', 'hip hop', 'synth punk', '7/10']","hip hop,punk"
charli xcx,Pop 2,4-Jan-18,2018,7,"['mixtape', 'pc music', 'asylum', 'pop', 'electropop', 'bubblegum bass', '7/10']",pop
jeff rosenstock,Post-,16-Jan-18,2018,6,"['polyvinyl', 'rock', 'punk', 'power pop', 'pop punk', '6/10']","pop,rock,punk"
cupcakke,Ephorize,17-Jan-18,2018,7,"['self-released', 'rap', 'hip hop', 'trap', 'pop rap', '7/10']","hip hop,pop"
king gizzard & the lizard wizard,Gumboot Soup,18-Jan-18,2018,7,"['flightless', 'rock', 'psychedelic rock', 'psych pop', '7/10']","pop,rock,psychedelic"
jpegmafia,Veteran,22-Jan-18,2018,8,"['deathbomb arc', 'rap', 'hip hop', 'experimental hip hop', 'trap', 'pop rap', 'sound collage', '8/10']","hip hop,pop,experimental"
first aid kit,Ruins,23-Jan-18,2018,7,"['columbia', 'other', 'folk', 'country', 'indie', 'folk pop', '7/10']","pop,folk,country"
tune-yards,I can feel you creep into my private life,25-Jan-18,2018,5,"['4ad', 'pop', 'indietronica', 'art pop', 'synthpop', 'alternative dance', '5/10']","pop,dance"
fall out boy,Mania,27-Jan-18,2018,-1,"['island', 'pop', 'pop rock', 'electropop']","pop,rock"
kanye west,The Life of Pablo (Redux),29-Jan-18,2018,8,"['g.o.o.d. music', 'rap', 'hip hop', 'pop rap', 'experimental hip hop', '8/10']","hip hop,pop,experimental"
migos,Culture II,30-Jan-18,2018,4,"['quality control music', 'rap', 'hip hop', 'trap', '4/10']",hip hop
ty segall,Freedom's Goblin,1-Feb-18,2018,7,"['drag city', 'rock', 'garage rock', 'psychedelic rock', 'glam', '7/10']","rock,psychedelic"
portal,Ion,2-Feb-18,2018,9,"['profound lore', 'loud rock', 'death metal', 'avant-garde metal', '9/10']","rock,metal"
justin timberlake,Man of the Woods,5-Feb-18,2018,3,"['rca', 'pop', 'contemporary r&b', 'synth funk', 'country', '3/10']","pop,r&b,funk,country"
rich brian,Amen,6-Feb-18,2018,6,"['amen', '88rising', 'rap', 'hip hop', 'trap', '6/10']",hip hop
no age,Snares Like a Haircut,7-Feb-18,2018,7,"['drag city', 'rock', 'indie', 'garage punk', 'noise pop', 'shoegaze', '7/10']","pop,rock,punk"
tiny moving parts,Swell,9-Feb-18,2018,4,"['triple crown', 'emo', 'rock', 'pop punk', 'post-punk', 'math rock', '4/10']","pop,rock,punk"
tribulation,Down Below,11-Feb-18,2018,7,"['century media', 'loud rock', 'metal', 'gothic', 'black metal', '7/10']","rock,metal"
mgmt,Little Dark Age,12-Feb-18,2018,8,"['columbia', 'pop', 'synthpop', 'hypnagogic pop', 'jangle pop', 'psych pop', '8/10']",pop
dayme arocena,Cubafonia,13-Feb-18,2018,8,"['brownswood', 'other', 'rumba', 'latin jazz', '8/10']",jazz
various artists,Black Panther The Album,15-Feb-18,2018,6,"['soundtrack', 'tde', 'top dawg', 'rap', 'hip hop', 'trap', 'pop rap', 'contemporary r&b', 'west coast', '6/10']","hip hop,pop,r&b"
car seat headrest,Twin Fantasy (Face to Face),20-Feb-18,2018,8,"['matador', 'rock', 'indie', 'singer-songwriter', '8/10']","rock,singer-songwriter"
ought,Room Inside the World,22-Feb-18,2018,6,"['merge', 'rock', 'post-punk', 'indie rock', '6/10']","rock,punk"
u.s. girls,In a Poem Unlimited,23-Feb-18,2018,8,"['4ad', 'pop', 'art pop', 'psych pop', 'neo-psychedelia', '8/10']",pop
6ix9ine,Day69,26-Feb-18,2018,3,"['mixtape', 'scum gang', 'soundcloud', 'rap', 'hip hop', 'trap', 'crunk', '3/10']",hip hop
screaming females,All at Once,27-Feb-18,2018,8,"['don giovanni', 'rock', 'indie', 'punk', 'garage rock', '8/10']","rock,punk"
sob x rbe,Gangin,28-Feb-18,2018,6,"['empire', 'rap', 'hip hop', 'hyphy', 'trap', 'west coast', '6/10']",hip hop
a.a.l (against all logic),2012-2017,1-Mar-18,2018,9,"['nicolas jaar', 'other people', 'electronic', 'house', 'deep house', '9/10']","electronic,house"
turnstile,Time & Space,3-Mar-18,2018,5,"['roadrunner', 'loud rock', 'punk', 'hardcore punk', '5/10']","rock,punk"
tory lanez,Memories Don't Die,6-Mar-18,2018,3,"['interscope', 'rap', 'hip hop', 'r&b', 'trap', 'dancehall', '3/10']","hip hop,r&b,dance"
andrew w.k.,You're Not Alone,7-Mar-18,2018,8,"['sony', 'rock', 'hard rock', 'arena rock', 'spoken word', 'power pop', 'rock opera', 'self-help', '8/10']","pop,rock"
titus andronicus,A Productive Cough,8-Mar-18,2018,5,"['merge', 'rock', 'heartland', 'pub rock', 'indie', '5/10']",rock
anna von hausswolff,Dead Magic,10-Mar-18,2018,8,"['city slang', 'other', 'neoclassical', 'darkwave', 'experimental rock', 'drone', 'ambient', '8/10']","ambient,rock,experimental"
logic,Bobby Tarantino II,13-Mar-18,2018,5,"['mixtape', 'def jam', 'rap', 'hip hop', 'trap', 'east coast', 'pop rap', '5/10']","hip hop,pop"
lil yachty,Lil Boat 2,14-Mar-18,2018,7,"['quality control music', 'rap', 'hip hop', 'trap', 'pop rap', '7/10']","hip hop,pop"
david byrne,American Utopia,15-Mar-18,2018,7,"['nonesuch', 'pop', 'art pop', '7/10']",pop
xxxtentacion,?,19-Mar-18,2018,4,"['bad vibes', 'rap', 'hip hop', 'trap', 'emo', 'singer-songwriter', 'alternative r&b', '4/10']","hip hop,r&b,singer-songwriter"
young fathers,Cocoa Sugar,21-Mar-18,2018,6,"['ninja tune', 'pop', 'art pop', 'indietronica', 'alternative r&b', 'experimental hip hop', 'neo-soul', '6/10']","hip hop,pop,r&b,soul,experimental"
judas priest,Firepower,22-Mar-18,2018,8,"['epic', 'loud rock', 'heavy metal', '8/10']","rock,metal"
the neighbourhood,The Neighbourhood,23-Mar-18,2018,4,"['columbia', 'pop', 'synthpop', 'electropop', 'alternative r&b', 'indie', '4/10']","pop,r&b"
keiji haino + sumac,American Dollar Bill,24-Mar-18,2018,7,"['haino keiji', 'american dollar bill', 'keep facing sideways', 'thrill jockey', 'loud rock', 'noise rock', 'experimental rock', 'sludge metal', 'free improvisation', '7/10']","rock,metal,experimental"
wendy's,We Beefin?,25-Mar-18,2018,-1,"['we beefin', 'mixtape', 'ep', 'rap', 'hip hop', 'novelty', 'trap']",hip hop
mount eerie,Now Only,26-Mar-18,2018,7,"['singer-songwriter', 'indie rock', 'folk', '7/10']","rock,singer-songwriter,folk"
jack white,Boarding House Reach,27-Mar-18,2018,9,"['third man', 'rock', 'art rock', 'experimental rock', 'blues', '9/10']","rock,experimental"
prhyme,PRhyme 2,28-Mar-18,2018,6,"['royce da 5\'9""', 'dj premier', 'self-released', 'rap', 'hip hop', 'boom bap', 'hardcore hip hop', '6/10']",hip hop
preoccupations,New Material,29-Mar-18,2018,5,"['jagjaguwar', 'rock', 'post-punk', 'coldwave', '5/10']","rock,punk"
superorganism,Superorganism,30-Mar-18,2018,7,"['domino', 'pop', 'glitch pop', 'neo-psychedelia', 'indietronica', 'plunderphonics', '7/10']",pop
the weeknd,"My Dear Melancholy,",2-Apr-18,2018,5,"['ep', 'xo', 'pop', 'r&b', '5/10']","pop,r&b"
the voidz,Virtue,3-Apr-18,2018,8,"['rca', 'cult', 'rock', 'experimental rock', 'hypnagogic pop', 'synth punk', 'neo-psychedelia', '8/10']","pop,rock,punk,experimental"
"czarface<,>mf doom",Czarface Meets Metal Face,4-Apr-18,2018,7,"['collaboration', 'czarface meets metal face', 'silver age', 'rap', 'hip hop', 'east coast', 'boom bap', '7/10']","hip hop,metal"
"jean grae<,>quelle chris",Everything's Fine,6-Apr-18,2018,8,"[""everything's fine"", 'mello music group', 'rap', 'hip hop', 'abstract hip hop', 'jazz rap', '8/10']","hip hop,jazz"
kacey musgraves,Golden Hour,7-Apr-18,2018,4,"['mca', 'pop', 'country', '4/10']","pop,country"
lil xan,Total Xanarchy,9-Apr-18,2018,-1,"['columbia', 'rap', 'hip hop', 'trap', 'soundcloud']",hip hop
cardi b,Invasion of Privacy,10-Apr-18,2018,6,"['atlantic', 'rap', 'hip hop', 'trap', 'pop rap', 'east coast', '6/10']","hip hop,pop"
flatbush zombies,Vacation in Hell,11-Apr-18,2018,6,"['glorious dead', 'rap', 'hip hop', 'east coast', 'hardcore hip hop', 'conscious hip hop', 'trap', '6/10']",hip hop
kali uchis,Isolation,13-Apr-18,2018,8,"['pop', 'virgin', 'neo-soul', 'contemporary r&b', '8/10']","pop,r&b,soul"
sons of kemet,Your Queen Is a Reptile,17-Apr-18,2018,8,"['impulse', 'other', 'jazz', 'afro-jazz', '8/10']",jazz
john prine,The Tree of Forgiveness,18-Apr-18,2018,7,"['oh boy', 'other', 'singer-songwriter', 'country', 'contemporary folk', 'americana', '7/10']","singer-songwriter,folk,country"
princess nokia,A Girl Cried Red,19-Apr-18,2018,4,"['ep', 'mixtape', 'pop', 'rough trade', 'alternative r&b', 'emo', 'trap', '4/10', 'hip hop']","hip hop,pop,r&b"
unknown mortal orchestra,Sex & Food,20-Apr-18,2018,5,"['jagjaguwar', 'pop', 'psych pop', 'lo-fi indie', 'contemporary r&b', '5/10']","pop,r&b"
j. cole,KOD,23-Apr-18,2018,5,"['dreamville', 'rap', 'hip hop', 'conscious', 'jazz rap', 'trap', '5/10']","hip hop,jazz"
sleep,The Sciences,24-Apr-18,2018,8,"['third man', 'loud rock', 'stoner metal', 'doom metal', '8/10']","rock,metal"
hop along,"Bark Your Head Off, Dog",25-Apr-18,2018,8,"['saddle creek', 'rock', 'indie', 'chamber pop', '8/10']","pop,rock"
a perfect circle,Eat the Elephant,26-Apr-18,2018,5,"['bmg', 'rock', 'alternative', 'metal', '5/10']","rock,metal"
post malone,beerbongs & bentleys,30-Apr-18,2018,7,"['republic', 'rap', 'hip hop', 'trap', 'alternative r&b', '7/10']","hip hop,r&b"
janelle monae,Dirty Computer,1-May-18,2018,8,"['bad boy', 'pop', 'contemporary r&b', 'art pop', 'synth funk', 'neo-soul', 'synthpop', 'conscious hip hop', '8/10']","hip hop,pop,r&b,soul,funk"
panopticon,The Scars of Man on the Once Nameless Wilderness,2-May-18,2018,4,"['nordvis', 'loud rock', 'metal', 'folk', 'black metal', 'atmospheric', 'americana', '4/10']","rock,metal,folk"
kimbra,Primal Heart,3-May-18,2018,7,"['warner bros', 'pop', 'art pop', 'electropop', 'alternative r&b', '7/10']","pop,r&b"
daniel avery,Song for Alpha,4-May-18,2018,5,"['phantasy', 'electronic', 'ambient techno', 'idm', 'tech house', '5/10']","electronic,house,techno,ambient"
rae sremmurd,SR3MM,8-May-18,2018,4,"['jxmtro', 'swaecation', 'swae lee', 'slim jxmmi', 'rap', 'hip hop', 'pop rap', 'trap', 'contemporary r&b', '4/10']","hip hop,pop,r&b"
iceage,Beyondless,9-May-18,2018,7,"['matador', 'rock', 'post-punk', 'art rock', 'punk blues', 'art punk', '7/10']","rock,punk"
jon hopkins,Singularity,11-May-18,2018,7,"['domino', 'electronic', 'ambient', 'techno', 'house', 'idm', '7/10']","electronic,house,techno,ambient"
playboi carti,Die Lit,15-May-18,2018,7,"['interscope', 'rap', 'hip hop', 'trap', 'cloud rap', '7/10']",hip hop
beach house,7,16-May-18,2018,7,"['sub pop', 'pop', 'dream pop', 'shoegaze', 'ethereal wave', 'neo-psychedelia', '7/10']",pop
arctic monkeys,Tranquility Base Hotel + Casino,17-May-18,2018,5,"['rock', 'lounge', 'piano rock', 'art rock', 'psych pop', 'domino', '5/10']","pop,rock"
ski mask the slump god,Beware the Book of Eli,18-May-18,2018,7,"['mixtape', 'republic', 'rap', 'hip hop', 'trap', '7/10']",hip hop
frank ocean,Endless,20-May-18,2018,8,"['reissue', 'pop', 'ambient pop', 'alternative r&b', 'neo-soul', '8/10']","pop,r&b,soul,ambient"
courtney barnett,Tell Me How You Really Feel,22-May-18,2018,6,"['milk', 'mom + pop', 'rock', 'indie', 'garage rock', 'singer-songwriter', '6/10']","pop,rock,singer-songwriter"
parquet courts,Wide Awake!,23-May-18,2018,9,"['rough trade', 'rock', 'indie', 'post-punk', 'art punk', '9/10']","rock,punk"
nav,Reckless,24-May-18,2018,-1,"['xo', 'rap', 'hip hop', 'trap', 'r&b']","hip hop,r&b"
mark kozelek,Mark Kozelek,25-May-18,2018,7,"['self-titled', 'other', 'singer-songwriter', 'ambient', 'avant-folk', '7/10']","ambient,singer-songwriter,folk"
pusha t,DAYTONA,28-May-18,2018,8,"['good music', 'rap', 'hip hop', 'hardcore hip hop', '8/10']",hip hop
park jiha,Communion,29-May-18,2018,6,"['glitterbeat', 'classical', 'post-minimalism', 'avant-garde jazz', 'south korea', 'other', '6/10']",jazz
bts,Love Yourself: Tear,30-May-18,2018,6,"['tear', 'bighit', 'pop', 'k-pop', 'alternative r&b', 'pop rap', '6/10', 'hip hop']","hip hop,pop,r&b"
a$ap rocky,Testing,31-May-18,2018,4,"['rca', 'rap', 'hip hop', 'trap', 'cloud rap', 'alternative r&b', '4/10']","hip hop,r&b"
niki,Zephyr,1-Jun-18,2018,7,"['88rising', 'pop', 'r&b', 'contemporary r&b', 'alternative r&b', '7/10']","pop,r&b"
kanye west,ye,4-Jun-18,2018,8,"['g.o.o.d. music', 'rap', 'hip hop', 'pop rap', 'experimental hip hop', 'neo-soul', '8/10']","hip hop,pop,soul,experimental"
juice wrld,Goodbye & Good Riddance,5-Jun-18,2018,5,"['interscope', 'rap', 'hip hop', 'trap', 'emo', '5/10']",hip hop
oneohtrix point never,Age Of,6-Jun-18,2018,6,"['warp', 'electronic', 'classical', 'midi', 'progressive electronic', 'art pop', 'post-industrial', 'glitch', '6/10']","pop,electronic"
father john misty,God's Favorite Customer,7-Jun-18,2018,7,"['sub pop', 'other', 'singer-songwriter', 'chamber pop', 'piano rock', '7/10']","pop,rock,singer-songwriter"
ghost,Prequelle,8-Jun-18,2018,8,"['loma vista', 'loud rock', 'metal', 'arena rock', '8/10']","rock,metal"
kids see ghosts,KIDS SEE GHOSTS,11-Jun-18,2018,10,"['g.o.o.d. music', 'kanye west', 'kid cudi', 'rap', 'hip hop', 'alternative r&b', 'neo-soul', 'neo-psychedelia', 'experimental hip hop', 'grunge', '10/10']","hip hop,r&b,soul,experimental"
godsmack,When Legends Rise,12-Jun-18,2018,-1,"['loud rock', 'alternative metal', 'post-grunge']","rock,metal"
tierra whack,Whack World,13-Jun-18,2018,7,"['self-released', 'rap', 'hip hop', 'r&b', 'trap', 'east coast', 'neo-soul', '7/10']","hip hop,r&b,soul"
"black thought<,>9th wonder","Streams of Thought, Vol. 1",15-Jun-18,2018,8,"['streams of thought', 'ep', 'rap', 'hip hop', 'east coast', 'boom bap', '8/10']",hip hop
big ups,Two Parts Together,18-Jun-18,2018,6,"['exploding in sound', 'rock', 'post-hardcore', 'noise rock', 'math rock', '6/10']",rock
tropical fuck storm,A Laughing Death in Meatspace,19-Jun-18,2018,8,"['mistletone', 'melbourne', 'rock', 'post-punk', 'punk blues', 'psychedelic rock', '8/10']","rock,punk,psychedelic"
lump,LUMP,20-Jun-18,2018,7,"['dead oceans', 'singer-songwriter', 'indie folk', 'folktronica', '7/10']","singer-songwriter,folk"
bladee,Red Light,21-Jun-18,2018,1,"['year00001', 'rap', 'hip hop', 'cloud rap', 'alternative r&b', 'trap', '1/10']","hip hop,r&b"
nas,Nasir,26-Jun-18,2018,6,"['g.o.o.d. music', 'rap', 'hip hop', 'east coast', 'political', '6/10']",hip hop
sophie,Oil of Every Pearl's Un-Insides,27-Jun-18,2018,8,"['msmsmsm', 'pop', 'electronic', 'art pop', 'post-industrial', 'bubblegum bass', 'ambient', '8/10']","pop,electronic,ambient"
rico nasty,Nasty,28-Jun-18,2018,6,"['sugar trap', 'atlantic', 'rap', 'hip hop', 'trap', 'hardcore hip hop', '6/10']",hip hop
death grips,Year of the Snitch,29-Jun-18,2018,9,"['third worlds', 'harvest', 'other', 'experimental hip hop', 'industrial', 'noise rock', 'experimental rock', '9/10']","hip hop,rock,experimental"
nine inch nails,Bad Witch,2-Jul-18,2018,7,"['null', 'rock', 'industrial', 'dark jazz', 'dark ambient', 'drone', 'noise rock', '7/10']","jazz,ambient,rock"
drake,Scorpion,3-Jul-18,2018,4,"['ovo', 'rap', 'hip hop', 'pop rap', 'trap', 'contemporary r&b', '4/10']","hip hop,pop,r&b"
jay rock,Redemption,4-Jul-18,2018,4,"['tde', 'top dawg', 'rap', 'hip hop', 'west coast', 'pop rap', 'trap', '4/10']","hip hop,pop"
gorillaz,The Now Now,5-Jul-18,2018,6,"['parlophone', 'pop', 'electropop', 'synthpop', 'synth funk', '6/10']","pop,funk"
kamasi washington,Heaven and Earth,6-Jul-18,2018,6,"['young turks', 'jazz', 'other', 'spiritual jazz', 'jazz fusion', '6/10']",jazz
vein,Errorzone,7-Jul-18,2018,6,"['closed casket activities', 'loud rock', 'metalcore', 'mathcore', 'alternative metal', 'nu metal', '6/10']","rock,metal"
teyana taylor,K.T.S.E.,9-Jul-18,2018,6,"['g.o.o.d. music', 'pop', 'contemporary r&b', '6/10']","pop,r&b"
the carters,Everything Is Love,10-Jul-18,2018,5,"['beyonce', 'everything is love', 'collaboration', 'roc nation', 'rap', 'hip hop', 'trap', 'pop rap', 'contemporary r&b', '5/10']","hip hop,pop,r&b"
zeal & ardor,Stranger Fruit,11-Jul-18,2018,8,"['self-released', 'loud rock', 'black metal', 'spirituals', 'avant-garde metal', 'alternative metal', '8/10']","rock,metal"
florence + the machine,High as Hope,13-Jul-18,2018,7,"['republic', 'pop', 'art pop', 'chamber pop', 'soul', '7/10']","pop,soul"
serpentwithfeet,soil,16-Jul-18,2018,7,"['secretly canadian', 'pop', 'art pop', 'alternative r&b', '7/10']","pop,r&b"
deafheaven,Ordinary Corrupt Human Love,17-Jul-18,2018,5,"['anti', 'loud rock', 'black metal', 'blackgaze', 'post-rock', '5/10']","rock,metal"
haru nemuri,Haru to Shura,18-Jul-18,2018,8,"['perfect', 'japan', 'j-pop', 'noise pop', 'rock', 'rap', 'post-hardcore', 'experimental rock', '8/10', 'hip hop']","hip hop,pop,rock,experimental"
snail mail,Lush,19-Jul-18,2018,6,"['matador', 'rock', 'indie', '6/10']",rock
dirty projectors,Lamp Lit Prose,23-Jul-18,2018,6,"['domino', 'pop', 'art pop', 'indie', 'alternative r&b', '6/10']","pop,r&b"
busdriver,Electricity is on our Side,24-Jul-18,2018,5,"['temporary whatever', 'rap', 'hip hop', 'abstract hip hop', 'jazz rap', 'poetry', '5/10']","hip hop,jazz"
the internet,Hive Mind,25-Jul-18,2018,7,"['columbia', 'pop', 'neo-soul', 'alternative r&b', '7/10']","pop,r&b,soul"
88rising,Head in the Clouds,26-Jul-18,2018,5,"['compilation', 'various artists', 'rap', 'hip hop', 'pop rap', 'trap', 'alternative r&b', '5/10']","hip hop,pop,r&b"
melody's echo chamber,Bon Voyage,27-Jul-18,2018,7,"['domino', 'pop', 'neo-psychedelia', 'progressive pop', 'dream pop', '7/10']",pop
denzel curry,TA13OO,30-Jul-18,2018,8,"['loma vista', 'rap', 'hip hop', 'trap', 'hardcore hip hop', 'conscious', '8/10']",hip hop
let's eat grandma,I'm All Ears,31-Jul-18,2018,7,"['uk', 'pop', 'art pop', 'synthpop', 'electropop', 'indietronica', '7/10']",pop
james ferraro,Four Pieces for Mirai,3-Aug-18,2018,7,"['self-released', 'experimental', 'electronic', 'progressive electronic', 'modern classical', 'midi', 'new age', 'glitch', '7/10']","electronic,experimental"
travis scott,Astroworld,6-Aug-18,2018,7,"['epic', 'rap', 'hip hop', 'trap', '7/10']",hip hop
yg,Stay Dangerous,8-Aug-18,2018,5,"['def jam', 'rap', 'hip hop', 'trap', 'west coast', '5/10']",hip hop
mac miller,Swimming,9-Aug-18,2018,3,"['warner bros', 'rap', 'hip hop', 'pop rap', 'alternative r&b', 'neo-soul', '3/10']","hip hop,pop,r&b,soul"
imperial triumphant,Vile Luxury,10-Aug-18,2018,8,"['gilead media', 'loud rock', 'metal', 'technical death metal', 'black metal', 'avant-garde jazz', '8/10']","jazz,rock,metal"
valee,"GOOD Job, You Found Me",13-Aug-18,2018,3,"['ep', 'g.o.o.d. music', 'rap', 'hip hop', 'trap', '3/10']",hip hop
